TVSBS               3.19	2.26	2.00	1.33	1.14	0.98	1.28	0.91	1.32	1.01	0.95	0.85
FJS                 2.79	2.46	1.53	1.11	0.94	0.80	0.79	0.88	0.92	0.86	0.82	0.87
HASH8               2.06	2.07	13.20	2.09	1.08	0.86	0.76	0.85	0.96	0.89	0.89	0.90
SO                  1.85	2.04	2.48	1.86	1.96	1.90	1.55	1.69	1.77	1.77	1.68	1.69
SBNDM               2.79	1.44	1.17	0.84	0.75	0.99	0.97	1.00	1.06	0.96	0.92	0.95
LBNDM               2.27	2.12	2.08	1.21	0.96	0.78	0.69	0.78	0.78	0.74	0.64	0.71
SBNDM2              2.00	1.45	1.16	0.77	0.95	0.75	0.85	0.72	0.83	0.80	0.78	0.82
SBNDM-BMH           2.43	2.26	1.75	1.37	1.01	1.00	1.19	1.00	1.06	1.00	0.97	0.86
FNDM                1.87	1.99	1.42	1.19	0.90	1.08	1.03	0.93	1.05	0.96	0.97	1.00
FSBNDM              1.49	1.17	0.97	0.92	0.71	0.88	0.78	0.89	0.84	0.81	0.81	0.71
SBNDMQ8             2.01	1.89	5.73	1.37	0.80	0.81	0.92	0.82	0.98	0.94	0.92	0.91
UFNDMQ2             1.64	1.21	1.00	0.88	0.77	0.73	0.84	0.72	0.83	0.82	0.77	0.84
UFNDMQ8             2.13	2.00	1.57	1.19	1.05	0.94	0.94	0.86	0.94	0.95	0.92	0.97
KBNDM               3.47	2.27	1.38	1.01	0.92	0.97	0.73	0.77	0.92	0.84	0.82	0.80
FS-W2               2.20	1.62	1.23	1.06	0.99	0.74	0.80	0.73	0.90	0.83	0.79	0.87
LWFR5               2.00	2.34	3.90	1.04	0.97	0.93	0.76	0.71	0.79	0.75	0.74	0.81
QF43                2.07	2.51	1.10	0.84	0.72	0.69	0.68	0.73	0.72	0.67	0.69	0.62
SBNDM-W2            1.96	1.56	1.09	1.05	0.92	0.99	0.82	0.92	0.90	0.84	1.02	1.02
WFR2                2.91	1.37	1.52	1.02	0.88	0.74	0.82	0.93	0.80	0.73	0.70	0.80
TWFRQ2              2.06	1.17	1.05	0.87	0.83	0.79	0.83	0.90	0.82	0.72	0.63	0.65
TWFRQ4              2.07	2.78	1.21	0.87	0.77	0.82	0.70	0.77	0.73	0.70	0.68	0.69
WOM                 3.24	2.42	1.63	1.24	1.13	0.90	0.78	0.85	0.87	0.88	0.81	0.87
LIBC1               1.62	1.49	1.08	0.87	0.79	0.83	0.71	1.00	0.83	0.83	0.84	0.86
MUSL1               0.02	0.21	0.62	0.67	0.59	0.49	0.42	0.46	0.45	0.45	0.48	0.48
SIMDKR              0.80	0.74	0.71	0.84	0.78	0.81	0.78	0.80	0.78	0.76	0.70	0.68
EPSM                0.71	0.86	0.89	0.90	0.73	0.75	0.69	0.73	0.76	0.81	0.77	0.98
