TVSBS               2.07	1.66	1.24	0.96	0.84	0.71	0.66	0.67	0.64	0.60	0.58	-
SBNDMQ2             1.40	0.88	0.74	0.63	0.67	0.61	0.61	0.61	0.61	0.61	0.61	0.64
BXS2                1.94	0.93	0.78	0.67	0.65	0.61	0.61	0.61	0.62	0.61	0.61	0.64
FS-W8               1.31	1.00	0.92	0.84	-	-	-	-	-	-	-	-
FSBNDM-W6           1.99	1.97	0.85	0.73	0.65	-	0.63	0.63	0.63	0.62	0.63	0.65
FSBNDMQ20           1.50	0.87	0.77	0.61	0.64	0.61	0.61	0.61	0.61	0.62	0.63	0.64
LWFR4               2.04	1.98	0.84	0.68	0.64	0.59	0.58	0.58	0.57	0.58	0.62	0.85
QF34                2.02	1.17	0.75	0.63	0.64	0.59	0.58	0.58	0.58	0.58	0.67	0.76
QF43                1.94	1.90	0.78	0.62	0.64	0.57	0.57	0.56	0.55	0.56	0.57	0.64
TSA                 1.99	1.26	0.87	0.70	0.68	0.59	0.94	1.33	0.72	0.62	0.62	0.64
WFRQ3               1.98	2.19	0.93	0.69	0.65	0.58	0.58	0.57	0.58	0.61	0.67	1.23
TWFR3               1.98	1.76	0.83	0.70	0.62	0.59	0.58	0.57	0.57	0.61	0.67	1.13
TWFRQ4              1.99	1.91	0.84	0.68	0.62	0.59	0.58	0.57	0.57	0.62	0.63	0.62
MUSL1               1.39	1.52	0.98	0.88	0.77	0.69	0.65	0.64	0.61	0.60	0.58	0.61
SIMDKR              0.64	0.63	0.62	0.65	0.63	0.62	0.61	0.61	0.62	0.60	0.60	0.62
EPSM                0.61	0.64	0.76	0.65	0.59	0.57	0.57	0.59	0.58	0.62	0.69	0.88
HC4                 -	1.72	0.78	0.65	0.60	0.58	0.57	0.57	0.57	0.61	0.65	1.15
LHC3                -	1.15	0.79	0.67	0.60	0.59	0.57	0.56	0.55	0.55	0.55	0.58
LHC7                -	-	1.79	0.80	0.64	0.59	0.57	0.58	0.55	0.55	0.55	0.58
FHC3                -	1.04	0.73	0.65	0.60	0.58	0.57	0.57	0.56	0.59	0.64	1.02
