TVSBS               4.16	3.22	2.36	1.81	1.56	1.44	1.43	1.43	1.44	1.42	1.43	-
SBNDMQ2             2.17	1.95	1.67	1.22	0.88	0.86	0.86	0.86	0.86	0.86	0.86	0.86
BXS2                1.88	2.14	1.72	1.27	0.90	0.90	0.91	0.91	0.90	0.91	0.91	0.91
FS-W8               4.56	3.15	2.40	2.08	1.85	1.66	1.51	1.39	1.29	1.22	1.15	1.14
FSBNDM-W6           1.88	1.88	-	-	-	-	-	-	0.95	0.95	-	0.96
FSBNDMQ20           2.30	1.91	1.63	1.20	0.87	0.88	0.88	0.87	0.88	0.87	0.88	0.88
LWFR4               1.88	1.90	0.85	0.68	0.62	0.60	0.58	0.56	0.54	0.54	0.57	0.62
QF34                1.88	1.49	0.94	0.82	0.77	0.70	0.65	0.61	3.44	175.55	-	-
QF43                1.88	1.88	0.85	0.66	0.61	0.59	0.57	0.55	0.54	0.53	0.54	-
TSA                 2.70	1.93	1.32	1.02	0.84	0.67	3.02	3.03	3.07	2.98	3.06	3.18
WFRQ3               1.87	2.27	1.19	0.86	0.78	0.65	0.56	0.54	0.53	0.53	0.53	0.54
TWFR3               1.88	1.94	1.08	0.81	0.75	0.65	0.56	0.54	0.53	0.53	0.54	0.57
TWFRQ4              1.87	1.92	0.86	0.68	0.62	0.60	0.58	0.55	0.53	3.12	3.22	3.33
MUSL1               2.23	1.54	3.43	3.14	3.26	3.20	3.24	3.23	3.28	3.18	3.25	3.30
SIMDKR              0.88	0.96	0.91	0.91	0.90	0.89	0.88	0.90	0.87	0.87	0.88	0.87
EPSM                0.59	0.63	0.83	0.62	0.56	0.54	0.54	0.54	0.55	0.59	0.65	0.80
HC4                 -	1.74	0.82	0.66	0.61	0.58	0.56	0.54	0.52	0.52	0.52	0.53
LHC3                -	1.48	1.00	0.85	0.79	0.66	0.57	0.54	0.54	0.54	0.54	0.57
LHC7                -	-	1.75	0.81	0.66	0.61	0.58	0.56	0.54	0.53	0.53	0.55
FHC3                -	1.33	0.89	0.79	0.73	0.64	0.56	0.54	0.54	0.53	0.54	0.70
