TVSBS               1.28	1.03	0.64	0.47	0.40	0.34	0.26	0.24	0.25	0.24	0.25	-
SBNDMQ2             0.71	0.49	0.37	0.34	0.35	0.34	0.30	0.31	0.31	0.31	0.34	0.33
BXS2                0.84	0.48	0.38	0.33	0.34	0.34	0.30	0.31	0.31	0.31	0.34	0.34
FS-W8               -	-	-	0.94	0.54	0.44	0.33	0.30	0.30	0.31	0.31	0.31
FSBNDM-W6           -	-	-	0.94	0.55	0.42	0.33	0.30	0.29	0.32	0.31	0.31
FSBNDMQ20           0.70	0.45	0.36	0.33	0.34	0.30	0.30	0.31	0.31	0.34	0.34	0.34
FSBNDMQ41           0.85	0.58	0.34	0.28	0.27	0.24	0.24	0.23	0.25	0.27	0.27	0.27
LWFR4               0.84	0.83	0.35	0.27	0.27	0.22	0.22	0.20	0.21	0.24	0.24	0.26
QF34                0.85	0.57	0.34	0.28	0.28	0.23	0.23	0.21	0.21	0.23	0.23	0.23
QF43                0.84	0.88	0.36	0.27	0.26	0.22	0.24	0.20	0.20	0.20	0.22	0.22
TSA                 0.83	0.58	0.39	0.32	0.30	0.24	0.39	0.30	0.30	0.28	0.32	0.29
WFRQ3               0.85	0.97	0.45	0.31	0.30	0.25	0.26	0.21	0.21	0.20	0.23	0.23
TWFR3               0.84	0.81	0.39	0.29	0.29	0.24	0.24	0.21	0.21	0.20	0.24	0.26
TWFRQ4              0.84	0.87	0.36	0.27	0.27	0.22	0.21	0.20	0.21	0.28	0.31	0.32
MUSL1               0.65	0.65	0.97	0.68	0.54	0.38	0.33	0.30	0.30	0.27	0.29	0.29
SIMDKR              0.28	0.30	0.25	0.28	0.28	0.25	0.25	0.25	0.26	0.26	0.26	0.29
KRSIMD              0.76	0.64	0.53	0.61	0.60	0.53	0.54	0.55	0.58	0.59	0.61	1.06
EPSM                0.26	0.29	0.31	0.29	0.25	0.21	0.20	0.21	0.22	0.23	0.27	0.38
HC4                 -	0.83	0.35	0.30	0.26	0.22	0.21	0.20	0.20	0.20	0.20	0.23
LHC3                -	0.54	0.34	0.31	0.28	0.23	0.22	0.22	0.21	0.20	0.20	0.23
LHC7                -	-	0.71	0.35	0.27	0.22	0.21	0.21	0.20	0.22	0.20	0.22
FHC3                -	0.46	0.32	0.30	0.28	0.23	0.22	0.21	0.21	0.23	0.20	0.20
