TVSBS               2.09	1.67	1.17	0.89	0.76	0.70	0.71	0.71	0.72	0.71	0.71	-
SBNDMQ2             1.05	0.87	0.76	0.54	0.39	0.38	0.37	0.37	0.37	0.37	0.37	0.37
BXS2                0.80	0.97	0.79	0.56	0.39	0.40	0.39	0.40	0.39	0.39	0.39	0.39
FS-W8               -	-	1.69	1.47	1.54	1.49	1.56	1.55	1.54	1.56	1.54	1.57
FSBNDM-W6           -	-	1.67	1.46	1.49	1.49	1.61	1.55	1.54	1.55	1.55	1.56
FSBNDMQ20           1.03	0.87	0.75	0.53	0.37	0.37	0.42	0.38	0.38	0.38	0.38	0.38
FSBNDMQ41           0.81	0.66	0.39	0.29	0.25	0.25	0.29	0.26	0.26	0.26	0.26	0.26
LWFR4               0.81	0.84	0.39	0.28	0.24	0.23	0.26	0.22	0.21	0.21	0.22	0.24
QF34                0.81	0.75	0.48	0.36	0.34	0.29	0.30	0.25	1.41	59.92	112.97	227.94
QF43                0.81	0.82	0.44	0.27	0.24	0.24	0.23	0.22	0.21	0.20	0.21	3.01
TSA                 1.12	0.82	0.62	0.42	0.34	0.27	1.59	1.58	1.56	1.57	1.56	1.58
WFRQ3               0.81	1.10	0.62	0.39	0.35	0.28	0.22	0.21	0.20	0.19	0.20	0.21
TWFR3               0.81	0.87	0.55	0.36	0.33	0.27	0.23	0.21	0.21	0.20	0.21	0.22
TWFRQ4              0.82	0.85	0.42	0.28	0.25	0.24	0.23	0.22	0.20	1.53	1.56	1.59
MUSL1               1.15	0.64	1.87	1.55	1.55	1.63	1.64	1.65	1.63	1.63	1.62	1.62
SIMDKR              0.41	0.47	0.46	0.41	0.40	0.41	0.41	0.41	0.41	0.41	0.41	0.41
KRSIMD              1.43	0.62	0.58	0.53	0.53	0.59	0.59	0.59	0.58	0.54	0.62	0.99
EPSM                0.24	0.26	0.35	0.25	0.22	0.21	0.21	0.21	0.22	0.22	0.26	0.33
HC4                 -	0.85	0.36	0.27	0.24	0.24	0.23	0.21	0.20	0.19	0.20	0.20
LHC3                -	0.68	0.44	0.37	0.34	0.27	0.23	0.21	0.21	0.20	0.21	0.22
LHC7                -	-	0.74	0.35	0.27	0.24	0.23	0.22	0.21	0.19	0.20	0.21
FHC3                -	0.62	0.40	0.35	0.32	0.26	0.22	0.21	0.21	0.20	0.21	0.28
