TVSBS               1.30	0.88	0.67	0.45	0.38	0.28	0.25	0.24	0.24	0.23	0.24	-
SBNDMQ2             0.67	0.38	0.33	0.26	0.26	0.23	0.24	0.23	0.23	0.23	0.24	0.23
BXS2                0.88	0.38	0.32	0.25	0.26	0.23	0.23	0.23	0.23	0.23	0.26	0.23
FS-W8               -	1.04	0.85	0.63	0.49	0.37	0.36	0.35	0.35	0.35	0.41	0.37
FSBNDM-W6           -	1.03	0.81	0.63	0.45	0.38	0.37	0.35	0.35	0.35	0.41	0.36
FSBNDMQ20           0.66	0.38	0.28	0.26	0.23	0.23	0.24	0.23	0.23	0.23	0.26	0.23
FSBNDMQ41           0.88	0.57	0.32	0.25	0.22	0.22	0.22	0.22	0.22	0.22	0.23	0.23
LWFR4               0.89	0.85	0.33	0.26	0.23	0.21	0.21	0.20	0.20	0.21	0.21	0.23
QF34                0.88	0.52	0.30	0.25	0.22	0.20	0.23	0.20	0.19	0.20	0.20	0.20
QF43                0.88	0.84	0.32	0.25	0.22	0.20	0.21	0.20	0.19	0.20	0.19	0.20
TSA                 0.79	0.49	0.34	0.27	0.23	0.21	0.36	0.35	0.35	0.37	0.36	0.38
WFRQ3               0.88	0.92	0.40	0.29	0.24	0.22	0.22	0.21	0.20	0.20	0.21	0.21
TWFR3               0.88	0.78	0.36	0.27	0.23	0.22	0.22	0.21	0.20	0.21	0.21	0.23
TWFRQ4              0.88	0.85	0.33	0.26	0.22	0.21	0.21	0.20	0.20	0.37	0.36	0.38
MUSL1               0.63	0.62	0.78	0.64	0.46	0.38	0.37	0.35	0.34	0.36	0.35	0.36
SIMDKR              0.25	0.26	0.24	0.26	0.24	0.25	0.26	0.24	0.25	0.26	0.25	0.26
KRSIMD              0.60	0.59	0.52	0.60	0.53	0.58	0.59	0.55	0.53	0.60	0.58	1.00
EPSM                0.24	0.28	0.28	0.26	0.22	0.22	0.21	0.21	0.21	0.23	0.25	0.34
HC4                 -	0.87	0.34	0.25	0.22	0.21	0.21	0.19	0.19	0.20	0.19	0.20
LHC3                -	0.54	0.31	0.28	0.22	0.22	0.21	0.20	0.20	0.20	0.19	0.21
LHC7                -	-	0.73	0.35	0.24	0.22	0.21	0.20	0.20	0.20	0.19	0.21
FHC3                -	0.47	0.29	0.26	0.21	0.21	0.21	0.20	0.19	0.20	0.19	0.20
