TVSBS               1.19	0.86	0.61	0.46	0.35	0.30	0.25	0.24	0.24	0.23	0.22	-
SBNDMQ2             0.67	0.40	0.32	0.29	0.27	0.27	0.26	0.26	0.27	0.27	0.26	0.27
BXS2                0.81	0.40	0.31	0.29	0.26	0.27	0.26	0.26	0.26	0.27	0.26	0.27
FS-W8               -	-	-	0.65	0.47	0.39	0.32	0.30	0.28	0.28	0.26	0.27
FSBNDM-W6           -	-	-	0.68	0.46	0.40	0.32	0.30	0.28	0.28	0.26	0.27
FSBNDMQ20           0.66	0.40	0.32	0.32	0.26	0.26	0.26	0.27	0.27	0.27	0.26	0.27
FSBNDMQ41           0.82	0.56	0.34	0.29	0.23	0.22	0.23	0.23	0.22	0.24	0.22	0.23
LWFR4               0.82	0.82	0.37	0.29	0.22	0.21	0.21	0.23	0.20	0.21	0.22	0.23
QF34                0.81	0.53	0.36	0.29	0.23	0.21	0.21	0.23	0.20	0.20	0.21	0.20
QF43                0.81	0.81	0.37	0.28	0.22	0.21	0.20	0.22	0.19	0.20	0.19	0.20
TSA                 0.78	0.51	0.40	0.32	0.24	0.22	0.33	0.34	0.29	0.28	0.28	0.27
WFRQ3               0.81	0.87	0.45	0.32	0.25	0.23	0.22	0.24	0.20	0.20	0.21	0.21
TWFR3               0.81	0.75	0.41	0.30	0.24	0.22	0.21	0.24	0.20	0.21	0.21	0.22
TWFRQ4              0.82	0.82	0.38	0.29	0.22	0.21	0.21	0.23	0.20	0.28	0.27	0.27
MUSL1               0.62	0.60	0.85	0.71	0.46	0.36	0.33	0.34	0.28	0.27	0.26	0.25
SIMDKR              0.27	0.25	0.25	0.28	0.25	0.25	0.24	0.28	0.25	0.25	0.28	0.25
KRSIMD              0.67	0.52	0.59	0.61	0.53	0.53	0.54	0.55	0.54	0.59	0.64	0.99
EPSM                0.24	0.26	0.30	0.29	0.22	0.21	0.21	0.20	0.21	0.23	0.29	0.34
HC4                 -	0.82	0.34	0.29	0.23	0.21	0.20	0.20	0.20	0.21	0.22	0.20
LHC3                -	0.50	0.32	0.28	0.24	0.22	0.21	0.20	0.20	0.22	0.20	0.21
LHC7                -	-	0.73	0.30	0.24	0.21	0.21	0.20	0.19	0.20	0.21	0.21
FHC3                -	0.43	0.30	0.24	0.23	0.21	0.20	0.20	0.19	0.19	0.20	0.20
